x,Ec=0V,Ec=-2V,Ec=-4V,Ec=-6V,Ec=-8V,Ec=-10V,Ec=-12V,Ec=-14V,Ec=-16V,Ec=-18V,Ec=-20V,Ec=-22V,Ec=-24V,Ec=-26V,Ec=-28V,Ec=-30V
392.29,,,,,,,,,12.8199,9.1902,6.306,4.0667,2.3627,1.2656,0.5289,
392.744,,,,,,,,,12.8799,9.2322,6.3432,4.0963,2.3855,1.2845,0.5384,
393.03,,,,,,,,,12.9176,9.2593,6.3671,4.1149,2.3999,1.2964,0.5446,
393.702,,,,,,,,,13.0063,9.3261,6.4251,4.1588,2.434,1.3239,0.5598,
394.075,,,,,,,,,13.0553,9.3649,6.4581,4.183,2.4529,1.3388,0.5685,
395.925,,,,,,,,,13.2971,9.5732,6.6277,4.3034,2.5479,1.4059,0.6158,0.1087
395.948,,,,,,,,,13.2999,9.5758,6.6297,4.3049,2.549,1.4066,0.6164,0.1091
396.645,,,,,,,,,13.3902,9.6585,6.6937,4.3504,2.5852,1.4267,0.6355,0.1209
397.102,,,,,,,,,13.449,9.7131,6.7348,4.3802,2.609,1.438,0.6483,0.1286
397.578,,,,,,,,,13.5099,9.7702,6.7766,4.4113,2.634,1.4485,0.6619,0.1367
398.414,,,,,,,,,13.6155,9.8701,6.8469,4.4661,2.678,1.4645,0.686,0.1507
400.658,,,,,,,,,13.8868,10.1284,7.0247,4.6145,2.7965,1.509,0.7519,0.1879
401.604,,,,,,,,,13.9967,10.2319,7.0988,4.6781,2.8461,1.5359,0.7792,0.2031
401.661,,,,,,,,,14.0032,10.238,7.1032,4.6819,2.849,1.5377,0.7808,0.204
402.092,,,,,,,,,14.0528,10.2838,7.1377,4.7112,2.8714,1.5522,0.7929,0.2109
402.196,,,,,,,,,14.0647,10.2948,7.1461,4.7183,2.8768,1.5559,0.7958,0.2125
402.525,,,,,,,,,14.1024,10.329,7.173,4.7408,2.8939,1.568,0.8048,0.2176
402.794,,,,,,,,,14.1331,10.3566,7.1953,4.7592,2.9077,1.5782,0.8121,0.2218
404.577,,,,,,,,,14.3357,10.5365,7.35,4.8833,2.999,1.6533,0.8574,0.2479
405.755,,,,,,,,,14.469,10.6594,7.4554,4.966,3.059,1.7074,0.8848,0.2634
406.43,,,,,,,,,,10.7325,7.5157,5.0134,3.0935,1.7394,0.8998,0.2717
406.549,,,,,,,,,,10.7455,7.5263,5.0217,3.0995,1.7451,0.9024,0.2731
408.399,,,,,,,,,,10.9534,7.6902,5.1495,3.1945,1.8349,0.9416,0.2949
408.573,,,,,,,,,,10.9733,7.7055,5.1612,3.2035,1.8434,0.9452,0.297
409.002,,,,,,,,,,11.0224,7.7435,5.1901,3.2258,1.8643,0.9541,0.3022
410.778,,,,,,,,,,11.2266,7.9016,5.3086,3.3193,1.9493,0.9911,0.3256
411.225,,,,,,,,,,11.2781,7.9418,5.3386,3.3434,1.9702,1.0005,0.332
411.82,,,,,,,,,,11.3465,7.9958,5.3788,3.3757,1.9975,1.0131,0.3409
412.845,,,,,,,,,,11.4637,8.0903,5.4492,3.4322,2.043,1.0352,0.357
415.365,,,,,,,,,,11.7457,8.3403,5.6336,3.5743,2.1457,1.0926,0.4004
415.66,,,,,,,,,,11.7782,8.3721,5.6566,3.591,2.1569,1.0997,0.4059
415.735,,,,,,,,,,11.7864,8.3803,5.6625,3.5953,2.1597,1.1016,0.4073
416.1,,,,,,,,,,11.8263,8.4207,5.6916,3.6159,2.1733,1.1106,0.4141
417.098,,,,,,,,,,11.9347,8.5353,5.7733,3.6716,2.2095,1.1364,0.4336
417.812,,,,,,,,,,12.0119,8.618,5.8336,3.7108,2.2348,1.1558,0.4481
420.082,,,,,,,,,,,8.8542,6.0311,3.8335,2.3147,1.2215,0.4987
420.176,,,,,,,,,,,8.8625,6.0394,3.8386,2.3181,1.2243,0.5009
421.577,,,,,,,,,,,8.9744,6.1621,3.9153,2.3688,1.2667,0.5368
421.951,,,,,,,,,,,9.0023,6.1943,3.9362,2.3827,1.278,0.547
423.119,,,,,,,,,,,9.0899,6.2925,4.0026,2.4278,1.3134,0.5799
423.339,,,,,,,,,,,9.107,6.3105,4.0154,2.4367,1.32,0.5863
424.657,,,,,,,,,,,9.2194,6.4149,4.0936,2.4924,1.3604,0.6244
427.212,,,,,,,,,,,9.4984,6.6027,4.2508,2.6133,1.4419,0.6914
427.677,,,,,,,,,,,9.5554,6.6354,4.2798,2.6367,1.4573,0.7016
427.807,,,,,,,,,,,9.5717,6.6445,4.288,2.6434,1.4617,0.7043
429.412,,,,,,,,,,,9.7762,6.7556,4.3887,2.7268,1.5167,0.7344
429.484,,,,,,,,,,,,6.7606,4.3932,2.7305,1.5192,0.7356
429.785,,,,,,,,,,,,6.7814,4.4121,2.7464,1.5297,0.7407
434.373,,,,,,,,,,,,7.1116,4.6952,2.9807,1.6928,0.8138
434.545,,,,,,,,,,,,7.125,4.7057,2.989,1.6989,0.8168
434.994,,,,,,,,,,,,7.1607,4.7328,3.0103,1.7147,0.8248
435.33,,,,,,,,,,,,7.1881,4.7531,3.026,1.7265,0.8311
435.805,,,,,,,,,,,,7.2281,4.7817,3.0476,1.7431,0.8401
440.423,,,,,,,,,,,,7.7065,5.0654,3.2414,1.9019,0.9446
441.224,,,,,,,,,,,,,5.1166,3.2766,1.9291,0.9659
441.535,,,,,,,,,,,,,5.1367,3.2909,1.9396,0.9744
441.658,,,,,,,,,,,,,5.1446,3.2966,1.9437,0.9779
442.565,,,,,,,,,,,,,5.2039,3.34,1.9743,1.0039
446.219,,,,,,,,,,,,,5.4498,3.5227,2.0965,1.1163
447.293,,,,,,,,,,,,,5.5237,3.5729,2.1319,1.1481
448.623,,,,,,,,,,,,,5.616,3.6336,2.1754,1.1839
450.076,,,,,,,,,,,,,5.7222,3.7023,2.2222,1.2191
451.352,,,,,,,,,,,,,,3.7671,2.2624,1.2481
451.384,,,,,,,,,,,,,,3.7688,2.2634,1.2488
452.751,,,,,,,,,,,,,,3.8434,2.3055,1.2792
458.176,,,,,,,,,,,,,,4.1643,2.4784,1.4063
458.303,,,,,,,,,,,,,,4.172,2.483,1.4096
459.615,,,,,,,,,,,,,,,2.5321,1.4442
464.961,,,,,,,,,,,,,,,2.754,1.6131
465.459,,,,,,,,,,,,,,,,1.6306
471.133,,,,,,,,,,,,,,,,1.834
